report_period_start,report_period_end,interval_start,interval_end,container_name,pod,owner_name,owner_kind,workload,workload_type,namespace,image_name,node,resource_id,cpu_request_container_avg,cpu_request_container_sum,cpu_limit_container_avg,cpu_limit_container_sum,cpu_usage_container_avg,cpu_usage_container_min,cpu_usage_container_max,cpu_usage_container_sum,cpu_throttle_container_avg,cpu_throttle_container_max,cpu_throttle_container_sum,memory_request_container_avg,memory_request_container_sum,memory_limit_container_avg,memory_limit_container_sum,memory_usage_container_avg,memory_usage_container_min,memory_usage_container_max,memory_usage_container_sum,memory_rss_usage_container_avg,memory_rss_usage_container_min,memory_rss_usage_container_max,memory_rss_usage_container_sum,cluster_name,accelerator_model_name,accelerator_profile_name,accelerator_core_usage_percentage_min,accelerator_core_usage_percentage_max,accelerator_core_usage_percentage_avg,accelerator_memory_copy_percentage_min,accelerator_memory_copy_percentage_max,accelerator_memory_copy_percentage_avg,accelerator_frame_buffer_usage_min,accelerator_frame_buffer_usage_max,accelerator_frame_buffer_usage_avg
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-30 17:00:01 +0000 UTC,2023-05-30 17:15:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.00076,0.000285,0.001251,0.00076,0.00082,0.00082,0.00082,52428800,52428800,104857600,104857600,39196738.064516,39194624,39198720,39196738.064516,25300992,25300992,25300992,25300992,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,5752.45,10683.11,8217.78
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-30 17:15:01 +0000 UTC,2023-05-30 17:30:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000744,0.000361,0.001265,0.000744,0.001089,0.001089,0.001089,52428800,52428800,104857600,104857600,39197134.451613,39194624,39198720,39197134.451613,25300992,25300992,25300992,25300992,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,7523.94,13973.02,10748.48
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-30 17:30:01 +0000 UTC,2023-05-30 17:45:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.00077,0.000388,0.001156,0.00077,0.00064,0.00064,0.00064,52428800,52428800,104857600,104857600,39206912,39194624,39460864,39206912,25300992,25300992,25300992,25300992,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,6236.51,11582.09,8909.3
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-30 17:45:01 +0000 UTC,2023-05-30 18:00:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000757,0.000285,0.001184,0.000757,0.001013,0.001013,0.001013,52428800,52428800,104857600,104857600,39205987.096774,39194624,39460864,39205987.096774,25300992,25300992,25300992,25300992,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,5712.31,10608.57,8160.44
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-30 18:00:01 +0000 UTC,2023-05-30 18:15:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.00078,0.000375,0.00122,0.00078,0.00056,0.00056,0.00056,52428800,52428800,104857600,104857600,39214443.354839,39194624,39460864,39214443.354839,25300992,25300992,25300992,25300992,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,6230.29,11570.53,8900.41
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-30 18:15:01 +0000 UTC,2023-05-30 18:30:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000761,0.000363,0.001275,0.000761,0.000564,0.000564,0.000564,52428800,52428800,104857600,104857600,39116535.741935,39006208,39460864,39116535.741935,25202159.483871,25108480,25300992,25202159.483871,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,6041.43,11219.79,8630.61
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-30 18:30:01 +0000 UTC,2023-05-30 18:45:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000751,0.000304,0.001253,0.000751,0.001023,0.001023,0.001023,52428800,52428800,104857600,104857600,39120103.225806,39108608,39374848,39120103.225806,25214976,25214976,25214976,25214976,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,7961.25,14785.17,11373.21
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-30 18:45:01 +0000 UTC,2023-05-30 19:00:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000769,0.000471,0.001021,0.000769,0.001003,0.001003,0.001003,52428800,52428800,104857600,104857600,39111646.967742,39108608,39112704,39111646.967742,25214976,25214976,25214976,25214976,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,6082.79,11296.61,8689.7
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-30 19:00:01 +0000 UTC,2023-05-30 19:15:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000825,0.000338,0.00241,0.000825,0.000943,0.000943,0.000943,52428800,52428800,104857600,104857600,39461656.774194,39108608,40435712,39461656.774194,25556793.806452,25214976,26542080,25556793.806452,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,6982.46,12967.42,9974.94
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-30 19:15:01 +0000 UTC,2023-05-30 19:30:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.001017,0.000324,0.00708,0.001017,0.002182,0.002182,0.002182,52428800,52428800,104857600,104857600,39540934.193548,39129088,40927232,39540934.193548,25628936.258065,25235456,26796032,25628936.258065,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,6095.03,11319.35,8707.19
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-30 19:30:01 +0000 UTC,2023-05-30 19:45:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000756,0.000325,0.001301,0.000756,0.001089,0.001089,0.001089,52428800,52428800,104857600,104857600,39155910.193548,39129088,39170048,39155910.193548,25259899.870968,25235456,25272320,25259899.870968,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,5784.11,10741.91,8263.01
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-30 19:45:01 +0000 UTC,2023-05-30 20:00:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000778,0.000351,0.001138,0.000778,0.001274,0.001274,0.001274,52428800,52428800,104857600,104857600,39177975.741935,39051264,39432192,39177975.741935,25273112.774194,25157632,25346048,25273112.774194,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,7513.93,13954.43,10734.18
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-30 20:00:01 +0000 UTC,2023-05-30 20:15:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000765,0.000348,0.001192,0.000765,0.000854,0.000854,0.000854,52428800,52428800,104857600,104857600,39174011.870968,39051264,39415808,39174011.870968,25260296.258065,25157632,25337856,25260296.258065,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,6488.08,12049.28,9268.68
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-30 20:15:01 +0000 UTC,2023-05-30 20:30:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000764,0.000331,0.001162,0.000764,0.000783,0.000783,0.000783,52428800,52428800,104857600,104857600,39117064.258065,39063552,39329792,39117064.258065,25186171.870968,25169920,25337856,25186171.870968,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,6603.31,12263.29,9433.3
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-30 20:30:01 +0000 UTC,2023-05-30 20:45:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000766,0.000397,0.001079,0.000766,0.000553,0.000553,0.000553,52428800,52428800,104857600,104857600,39074782.967742,39063552,39329792,39074782.967742,25169920,25169920,25169920,25169920,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,6146.26,11414.48,8780.37
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-30 20:45:01 +0000 UTC,2023-05-30 21:00:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.00076,0.000555,0.001032,0.00076,0.000262,0.000262,0.000262,52428800,52428800,104857600,104857600,39065798.193548,39063552,39067648,39065798.193548,25169920,25169920,25169920,25169920,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,5756.77,10691.15,8223.96
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-30 21:00:01 +0000 UTC,2023-05-30 21:15:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000772,0.000336,0.001331,0.000772,0.000525,0.000525,0.000525,52428800,52428800,104857600,104857600,39066458.83871,39063552,39067648,39066458.83871,25169920,25169920,25169920,25169920,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,8234.27,15292.23,11763.25
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-30 21:15:01 +0000 UTC,2023-05-30 21:30:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000764,0.000319,0.001244,0.000764,0.001215,0.001215,0.001215,52428800,52428800,104857600,104857600,39074915.096774,39063552,39329792,39074915.096774,25169920,25169920,25169920,25169920,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,6116.98,11360.11,8738.55
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-30 21:30:01 +0000 UTC,2023-05-30 21:45:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000753,0.000346,0.001393,0.000753,0.000438,0.000438,0.000438,52428800,52428800,104857600,104857600,39074915.096774,39063552,39329792,39074915.096774,25169920,25169920,25169920,25169920,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,6575.66,12211.94,9393.8
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-30 21:45:01 +0000 UTC,2023-05-30 22:00:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000762,0.00024,0.001381,0.000762,0.000484,0.000484,0.000484,52428800,52428800,104857600,104857600,39104247.741935,39063552,39399424,39104247.741935,25198856.258065,25169920,25239552,25198856.258065,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,6587.48,12233.88,9410.68
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-30 22:00:01 +0000 UTC,2023-05-30 22:15:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000752,0.000553,0.000983,0.000752,0.000968,0.000968,0.000968,52428800,52428800,104857600,104857600,39144679.225806,39133184,39399424,39144679.225806,25239552,25239552,25239552,25239552,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,6764.44,12562.52,9663.48
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-30 22:15:01 +0000 UTC,2023-05-30 22:30:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.00076,0.000367,0.001121,0.00076,0.001058,0.001058,0.001058,52428800,52428800,104857600,104857600,39171765.677419,39165952,39174144,39171765.677419,25275887.483871,25272320,25276416,25275887.483871,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,8003.53,14863.71,11433.62
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-30 22:30:01 +0000 UTC,2023-05-30 22:45:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000747,0.000343,0.001303,0.000747,0.00028,0.00028,0.00028,52428800,52428800,104857600,104857600,39172954.83871,39170048,39174144,39172954.83871,25276416,25276416,25276416,25276416,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,7866.98,14610.11,11238.55
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-30 22:45:01 +0000 UTC,2023-05-30 23:00:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000754,0.000417,0.00125,0.000754,0.001156,0.001156,0.001156,52428800,52428800,104857600,104857600,39181675.354839,39170048,39432192,39181675.354839,25276416,25276416,25276416,25276416,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,7927.6,14722.68,11325.14
2023-06-01 00:00:00 +0000 UTC,2023-07-01 00:00:00 +0000 UTC,2023-06-04 00:00:01 +0000 UTC,2023-06-04 00:15:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000772,0.000389,0.001198,0.000772,0.000896,0.000896,0.000896,52428800,52428800,104857600,104857600,38521955.096774,38518784,38526976,38521955.096774,24920064,24920064,24920064,24920064,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,5885.75,10930.67,8408.21
2023-06-01 00:00:00 +0000 UTC,2023-07-01 00:00:00 +0000 UTC,2023-06-04 00:15:01 +0000 UTC,2023-06-04 00:30:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000765,0.000372,0.00128,0.000765,0.000507,0.000507,0.000507,52428800,52428800,104857600,104857600,38521558.709677,38518784,38522880,38521558.709677,24920064,24920064,24920064,24920064,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,6897.88,12810.36,9854.12
2023-06-01 00:00:00 +0000 UTC,2023-07-01 00:00:00 +0000 UTC,2023-06-04 00:30:01 +0000 UTC,2023-06-04 00:45:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000766,0.000335,0.001353,0.000766,0.000417,0.000417,0.000417,52428800,52428800,104857600,104857600,38521294.451613,38518784,38522880,38521294.451613,24920064,24920064,24920064,24920064,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,6997.64,12995.62,9996.63
2023-06-01 00:00:00 +0000 UTC,2023-07-01 00:00:00 +0000 UTC,2023-06-04 00:45:01 +0000 UTC,2023-06-04 01:00:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000782,0.000378,0.001143,0.000782,0.001067,0.001067,0.001067,52428800,52428800,104857600,104857600,38521955.096774,38518784,38522880,38521955.096774,24920064,24920064,24920064,24920064,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,6925.87,12862.33,9894.1
2023-06-01 00:00:00 +0000 UTC,2023-07-01 00:00:00 +0000 UTC,2023-06-04 01:00:01 +0000 UTC,2023-06-04 01:15:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000763,0.000538,0.001242,0.000763,0.000911,0.000911,0.000911,52428800,52428800,104857600,104857600,38547059.612903,38518784,38801408,38547059.612903,24937240.774194,24920064,24940544,24937240.774194,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,8172.3,15177.14,11674.72
2023-06-01 00:00:00 +0000 UTC,2023-07-01 00:00:00 +0000 UTC,2023-06-04 01:15:01 +0000 UTC,2023-06-04 01:30:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000784,0.000371,0.001269,0.000784,0.000759,0.000759,0.000759,52428800,52428800,104857600,104857600,38559083.354839,38539264,38805504,38559083.354839,24940544,24940544,24940544,24940544,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,7920.87,14710.19,11315.53
2023-06-01 00:00:00 +0000 UTC,2023-07-01 00:00:00 +0000 UTC,2023-06-04 01:30:01 +0000 UTC,2023-06-04 01:45:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000766,0.000432,0.001184,0.000766,0.000646,0.000646,0.000646,52428800,52428800,104857600,104857600,38551023.483871,38539264,38805504,38551023.483871,24940544,24940544,24940544,24940544,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,7224.75,13417.39,10321.07
2023-06-01 00:00:00 +0000 UTC,2023-07-01 00:00:00 +0000 UTC,2023-06-04 01:45:01 +0000 UTC,2023-06-04 02:00:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000785,0.000326,0.001214,0.000785,0.000668,0.000668,0.000668,52428800,52428800,104857600,104857600,38558951.225806,38539264,38805504,38558951.225806,24940544,24940544,24940544,24940544,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,6788.91,12607.99,9698.45
2023-06-01 00:00:00 +0000 UTC,2023-07-01 00:00:00 +0000 UTC,2023-06-04 02:00:01 +0000 UTC,2023-06-04 02:15:00 +0000 UTC,cert-manager-openshift-routes-gpu,cert-manager-openshift-routes-7fb679674b-hpcn5,cert-manager-openshift-routes-7fb679674b,ReplicaSet,cert-manager-openshift-routes-gpu,deployment,cert-manager,quay.io/app-sre/openshift-cert-manager-routes:0.1.3,ip-10-4-178-218.ec2.internal,i-08c215afd1f74979b,0.05,0.05,0.1,0.1,0.000774,0.000299,0.001329,0.000774,0.000957,0.000957,0.000957,52428800,52428800,104857600,104857600,38541774.451613,38539264,38543360,38541774.451613,24940544,24940544,24940544,24940544,cluster1,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,7933.44,14733.52,11333.48
