report_period_start,report_period_end,start_timestamp,end_timestamp,namespace,cpu_request_namespace_sum,cpu_limit_namespace_sum,cpu_usage_namespace_avg,cpu_usage_namespace_min,cpu_usage_namespace_max,cpu_throttle_namespace_avg,cpu_throttle_namespace_max,cpu_throttle_namespace_min,memory_request_namespace_sum,memory_limit_namespace_sum,memory_usage_namespace_avg,memory_usage_namespace_min,memory_usage_namespace_max,memory_rss_usage_namespace_avg,memory_rss_usage_namespace_min,memory_rss_usage_namespace_max,namespace_totalpods_sum,namespace_running_pods_sum
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 06:15:01 +0000 UTC,2023-05-28 06:30:00 +0000 UTC,clowder-system,0,0,0,0,0,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 06:30:01 +0000 UTC,2023-05-28 06:45:00 +0000 UTC,clowder-system,0,0,0,0,0,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 06:45:01 +0000 UTC,2023-05-28 07:00:00 +0000 UTC,clowder-system,0,0,0,0,0,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 07:00:01 +0000 UTC,2023-05-28 07:15:00 +0000 UTC,clowder-system,0,0,0,0,0,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 07:15:01 +0000 UTC,2023-05-28 07:30:00 +0000 UTC,clowder-system,0,0,0,0,0,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 07:30:01 +0000 UTC,2023-05-28 07:45:00 +0000 UTC,clowder-system,0,0,0,0,0,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 07:45:01 +0000 UTC,2023-05-28 08:00:00 +0000 UTC,clowder-system,0,0,0.000004,0,0.000055,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 08:00:01 +0000 UTC,2023-05-28 08:15:00 +0000 UTC,clowder-system,0,0,0.000005,0,0.000012,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 08:15:01 +0000 UTC,2023-05-28 08:30:00 +0000 UTC,clowder-system,0,0,0.000005,0,0.000011,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 08:30:01 +0000 UTC,2023-05-28 08:45:00 +0000 UTC,clowder-system,0,0,0.000008,0,0.000086,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 08:45:01 +0000 UTC,2023-05-28 09:00:00 +0000 UTC,clowder-system,0,0,0.000005,0,0.000013,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 09:00:01 +0000 UTC,2023-05-28 09:15:00 +0000 UTC,clowder-system,0,0,0.000005,0,0.000013,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 09:15:01 +0000 UTC,2023-05-28 09:30:00 +0000 UTC,clowder-system,0,0,0.000006,0,0.000013,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 09:30:01 +0000 UTC,2023-05-28 09:45:00 +0000 UTC,clowder-system,0,0,0.000006,0,0.000047,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 09:45:01 +0000 UTC,2023-05-28 10:00:00 +0000 UTC,clowder-system,0,0,0.000005,0,0.000013,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 10:00:01 +0000 UTC,2023-05-28 10:15:00 +0000 UTC,clowder-system,0,0,0.000003,0,0.000006,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 10:15:01 +0000 UTC,2023-05-28 10:30:00 +0000 UTC,clowder-system,0,0,0.000003,0,0.000007,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 10:30:01 +0000 UTC,2023-05-28 10:45:00 +0000 UTC,clowder-system,0,0,0.000003,0,0.000007,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 10:45:01 +0000 UTC,2023-05-28 11:00:00 +0000 UTC,clowder-system,0,0,0.000005,0,0.00008,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 11:00:01 +0000 UTC,2023-05-28 11:15:00 +0000 UTC,clowder-system,0,0,0.000004,0,0.00002,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 11:15:01 +0000 UTC,2023-05-28 11:30:00 +0000 UTC,clowder-system,0,0,0.000042,0,0.000166,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 11:30:01 +0000 UTC,2023-05-28 11:45:00 +0000 UTC,clowder-system,0,0,0.000033,0,0.000158,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 11:45:01 +0000 UTC,2023-05-28 12:00:00 +0000 UTC,clowder-system,0,0,0.000035,0,0.000128,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 12:00:01 +0000 UTC,2023-05-28 12:15:00 +0000 UTC,clowder-system,0,0,0.000031,0,0.000127,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 12:15:01 +0000 UTC,2023-05-28 12:30:00 +0000 UTC,clowder-system,0,0,0.000026,0,0.000085,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 12:30:01 +0000 UTC,2023-05-28 12:45:00 +0000 UTC,clowder-system,0,0,0.00003,0,0.000127,,,0,0,0,2924808.258065,2916352,3178496,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 12:45:01 +0000 UTC,2023-05-28 13:00:00 +0000 UTC,clowder-system,0,0,0.000039,0,0.000146,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 13:00:01 +0000 UTC,2023-05-28 13:15:00 +0000 UTC,clowder-system,0,0,0.000037,0,0.000142,,,0,0,0,2924808.258065,2916352,3178496,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 13:15:01 +0000 UTC,2023-05-28 13:30:00 +0000 UTC,clowder-system,0,0,0.000032,0,0.000102,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 13:30:01 +0000 UTC,2023-05-28 13:45:00 +0000 UTC,clowder-system,0,0,0.000033,0,0.000115,,,0,0,0,2941720.774194,2916352,3178496,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 13:45:01 +0000 UTC,2023-05-28 14:00:00 +0000 UTC,clowder-system,0,0,0.000031,0,0.000101,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 14:00:01 +0000 UTC,2023-05-28 14:15:00 +0000 UTC,clowder-system,0,0,0.00002,0,0.000104,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 14:15:01 +0000 UTC,2023-05-28 14:30:00 +0000 UTC,clowder-system,0,0,0.000018,0,0.000078,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 14:30:01 +0000 UTC,2023-05-28 14:45:00 +0000 UTC,clowder-system,0,0,0.000013,0,0.000032,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 14:45:01 +0000 UTC,2023-05-28 15:00:00 +0000 UTC,clowder-system,0,0,0.000009,0,0.000065,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 15:00:01 +0000 UTC,2023-05-28 15:15:00 +0000 UTC,clowder-system,0,0,0.000008,0,0.00002,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 15:15:01 +0000 UTC,2023-05-28 15:30:00 +0000 UTC,clowder-system,0,0,0,0,0.000003,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 15:30:01 +0000 UTC,2023-05-28 15:45:00 +0000 UTC,clowder-system,0,0,0,0,0,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 15:45:01 +0000 UTC,2023-05-28 16:00:00 +0000 UTC,clowder-system,0,0,0,0,0,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
2023-05-01 00:00:00 +0000 UTC,2023-06-01 00:00:00 +0000 UTC,2023-05-28 16:00:01 +0000 UTC,2023-05-28 16:15:00 +0000 UTC,clowder-system,0,0,0,0,0,,,0,0,0,2916352,2916352,2916352,1658880,1658880,1658880,6,6
