experiment_name,namespace,type,name,container_name,timezone,cpuUsage_sum,cpuUsage_avg,cpuUsage_max,cpuUsage_min,cpuThrottle_sum,cpuThrottle_avg,cpuThrottle_max,cpuRequest_sum,cpuRequest_avg,cpuLimit_sum,cpuLimit_avg,memoryRSS_sum,memoryRSS_avg,memoryRSS_max,memoryRSS_min,memoryUsage_sum,memoryUsage_avg,memoryUsage_max,memoryUsage_min,memoryRequest_sum,memoryRequest_avg,memoryLimit_sum,memoryLimit_avg,duration_based_short_term_cpu_requests,duration_based_short_term_memory_requests,duration_based_short_term_cpu_limits,duration_based_short_term_memory_limits,duration_based_medium_term_cpu_requests,duration_based_medium_term_memory_requests,duration_based_medium_term_cpu_limits,duration_based_medium_term_memory_limits,duration_based_long_term_cpu_requests,duration_based_long_term_memory_requests,duration_based_long_term_cpu_limits,duration_based_long_term_memory_limits,cpuUsage_format,memoryRequest_format,memoryRSS_format,cpuThrottle_format,memoryLimit_format,cpuLimit_format,memoryUsage_format,cpuRequest_format
advisor-frontend|deployment|consoledot-frontend-stage,consoledot-frontend-stage,deployment,advisor-frontend,fe-image,2023-05-27T17:15:00.000Z,3.4e-05,3.4e-05,0.00016,0.0,,,,,,,,15.8515625,15.8515625,15.8515625,15.8515625,25.835181451612474,25.835181451612474,25.8359375,25.83203125,,,,,,,,,,,,,,,,,cores,,MiB,,,,MiB,
advisor-frontend|deployment|consoledot-frontend-stage,consoledot-frontend-stage,deployment,advisor-frontend,fe-image,2023-05-27T17:30:00.000Z,3.6e-05,3.6e-05,0.00016,0.0,,,,,,,,15.8515625,15.8515625,15.8515625,15.8515625,25.838457661290168,25.838457661290168,25.84375,25.83203125,,,,,,,,,,,,,,,,,cores,,MiB,,,,MiB,
advisor-frontend|deployment|consoledot-frontend-stage,consoledot-frontend-stage,deployment,advisor-frontend,fe-image,2023-05-27T17:45:00.000Z,3.4e-05,3.4e-05,0.000161,0.0,,,,,,,,15.8515625,15.8515625,15.8515625,15.8515625,25.836441532258032,25.836441532258032,25.83984375,25.8359375,,,,,,,,,,,,,,,,,cores,,MiB,,,,MiB,
advisor-frontend|deployment|consoledot-frontend-stage,consoledot-frontend-stage,deployment,advisor-frontend,fe-image,2023-05-27T18:00:00.000Z,3.5e-05,3.5e-05,0.000156,0.0,,,,,,,,15.8515625,15.8515625,15.8515625,15.8515625,25.83820564516163,25.83820564516163,25.83984375,25.8359375,,,,,,,,,,,,,,,,,cores,,MiB,,,,MiB,
advisor-frontend|deployment|consoledot-frontend-stage,consoledot-frontend-stage,deployment,advisor-frontend,fe-image,2023-05-27T18:15:00.000Z,3.4e-05,3.4e-05,0.000156,0.0,,,,,,,,15.8515625,15.8515625,15.8515625,15.8515625,25.852066532258032,25.852066532258032,26.33203125,25.83203125,,,,,,,,,,,,,,,,,cores,,MiB,,,,MiB,
advisor-frontend|deployment|consoledot-frontend-stage,consoledot-frontend-stage,deployment,advisor-frontend,fe-image,2023-05-27T18:30:00.000Z,3.4e-05,3.4e-05,0.000152,0.0,,,,,,,,15.8515625,15.8515625,15.8515625,15.8515625,25.836567540322303,25.836567540322303,25.83984375,25.83203125,,,,,,,,,,,,,,,,,cores,,MiB,,,,MiB,
advisor-frontend|deployment|consoledot-frontend-stage,consoledot-frontend-stage,deployment,advisor-frontend,fe-image,2023-05-27T18:45:00.000Z,3.6e-05,3.6e-05,0.00016,0.0,,,,,,,,15.8515625,15.8515625,15.8515625,15.8515625,25.83719758064556,25.83719758064556,25.84375,25.83203125,,,,,,,,,,,,,,,,,cores,,MiB,,,,MiB,
advisor-frontend|deployment|consoledot-frontend-stage,consoledot-frontend-stage,deployment,advisor-frontend,fe-image,2023-05-27T19:00:00.000Z,3.5e-05,3.5e-05,0.00015900000000000002,0.0,,,,,,,,15.8515625,15.8515625,15.8515625,15.8515625,25.837953629032135,25.837953629032135,25.84375,25.83203125,,,,,,,,,,,,,,,,,cores,,MiB,,,,MiB,
advisor-frontend|deployment|consoledot-frontend-stage,consoledot-frontend-stage,deployment,advisor-frontend,fe-image,2023-05-27T19:15:00.000Z,3.5e-05,3.5e-05,0.000156,0.0,,,,,,,,15.8515625,15.8515625,15.8515625,15.8515625,25.836567540322303,25.836567540322303,25.83984375,25.83203125,,,,,,,,,,,,,,,,,cores,,MiB,,,,MiB,
advisor-frontend|deployment|consoledot-frontend-stage,consoledot-frontend-stage,deployment,advisor-frontend,fe-image,2023-05-27T19:30:00.000Z,3.5e-05,3.5e-05,0.000162,0.0,,,,,,,,15.8515625,15.8515625,15.8515625,15.8515625,25.837701612903594,25.837701612903594,25.83984375,25.83203125,,,,,,,,,,,,,,,,,cores,,MiB,,,,MiB,
advisor-frontend|deployment|consoledot-frontend-stage,consoledot-frontend-stage,deployment,advisor-frontend,fe-image,2023-05-27T19:45:00.000Z,3.5e-05,3.5e-05,0.000162,0.0,,,,,,,,15.8515625,15.8515625,15.8515625,15.8515625,25.83858366935444,25.83858366935444,25.83984375,25.8359375,,,,,,,,,,,,,,,,,cores,,MiB,,,,MiB,
advisor-frontend|deployment|consoledot-frontend-stage,consoledot-frontend-stage,deployment,advisor-frontend,fe-image,2023-05-27T20:00:00.000Z,3.4e-05,3.4e-05,0.00016,0.0,,,,,,,,15.8515625,15.8515625,15.8515625,15.8515625,25.838961693548203,25.838961693548203,25.84375,25.83203125,,,,,,,,,,,,,,,,,cores,,MiB,,,,MiB,
advisor-frontend|deployment|consoledot-frontend-stage,consoledot-frontend-stage,deployment,advisor-frontend,fe-image,2023-05-27T20:15:00.000Z,3.4e-05,3.4e-05,0.000155,0.0,,,,,,,,15.8515625,15.8515625,15.8515625,15.8515625,25.837827620967865,25.837827620967865,25.84375,25.83203125,,,,,,,,,,,,,,,,,cores,,MiB,,,,MiB,
advisor-frontend|deployment|consoledot-frontend-stage,consoledot-frontend-stage,deployment,advisor-frontend,fe-image,2023-05-27T20:30:00.000Z,3.4e-05,3.4e-05,0.00015800000000000002,0.0,,,,,,,,15.8515625,15.8515625,15.8515625,15.8515625,25.7905745967741,25.7905745967741,25.8359375,25.78515625,,,,,,,,,,,,,,,,,cores,,MiB,,,,MiB,
advisor-frontend|deployment|consoledot-frontend-stage,consoledot-frontend-stage,deployment,advisor-frontend,fe-image,2023-05-27T20:45:00.000Z,2.9e-05,2.9e-05,0.000154,0.0,,,,,,,,15.8515625,15.8515625,15.8515625,15.8515625,25.763734879032135,25.763734879032135,25.78515625,25.7578125,,,,,,,,,,,,,,,,,cores,,MiB,,,,MiB,
advisor-frontend|deployment|consoledot-frontend-stage,consoledot-frontend-stage,deployment,advisor-frontend,fe-image,2023-05-27T21:00:00.000Z,3.2e-05,3.2e-05,0.000155,0.0,,,,,,,,15.8515625,15.8515625,15.8515625,15.8515625,25.762474798387526,25.762474798387526,25.765625,25.7578125,,,,,,,,,,,,,,,,,cores,,MiB,,,,MiB,
