start_timestamp,end_timestamp,container_name,image_name,namespace,k8_object_name,k8_object_type,cpu_request_container_avg,cpu_request_container_sum,cpu_limit_container_avg,cpu_limit_container_sum,cpu_usage_container_sum,cpu_usage_container_avg,cpu_usage_container_max,cpu_usage_container_min,cpu_throttle_container_sum,cpu_throttle_container_avg,cpu_throttle_container_max,memory_request_container_avg,memory_request_container_sum,memory_limit_container_avg,memory_limit_container_sum,memory_usage_container_sum,memory_usage_container_avg,memory_usage_container_max,memory_usage_container_min,memory_rss_usage_container_sum,memory_rss_usage_container_avg,memory_rss_usage_container_max,memory_rss_usage_container_min,network_sum_pod,network_avg_pod,network_max_pod,network_min_pod
Wed Feb  1 16:06:27 UTC 2023,Wed Feb  1 16:21:28 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,8.45525036897445,2.81841678965815,6.27249520900004,1.06278303893341,0,0,0,4096000000,12288000000,8192000000,24576000000,4323058144.06882,1441019381.35627,1704034304,1279680512,4287413426.37419,1429137808.7914,1687064576,1268842496,31507748.8747525,10502582.9582508,11475213.1613195,9982779.95862069
Wed Feb  1 16:21:28 UTC 2023,Wed Feb  1 16:36:28 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,14.8215322951067,4.94051076503555,8.14143627766668,1.58657902529994,0,0,0,4096000000,12288000000,8192000000,24576000000,4433656054.64086,1477885351.54695,1709056000,1308557312,4389034556.55914,1463011518.85305,1692266496,1299030016,101205686.138065,33735228.7126885,36624459.1127781,32043979.0425287
Wed Feb  1 16:36:28 UTC 2023,Wed Feb  1 16:51:29 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,11.7962251260166,3.93207504200555,8.30395248410011,1.13620202789995,0,0,0,4096000000,12288000000,8192000000,24576000000,4585566577.96129,1528522192.65376,1711828992,1338986496,4538277249.37634,1512759083.12545,1695027200,1325785088,67724938.576689,22574979.525563,25374677.3284131,21084291.7206897
Wed Feb  1 16:51:29 UTC 2023,Wed Feb  1 17:06:29 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,7.87594299680445,2.62531433226815,4.2090649596333,1.00728589010008,0,0,0,4096000000,12288000000,8192000000,24576000000,4654483962.49462,1551494654.16487,1712590848,1452838912,4609291407.13979,1536430469.0466,1695756288,1441529856,33218606.7892368,11072868.9297456,13946163.9701149,9555060.65935178
Wed Feb  1 17:06:29 UTC 2023,Wed Feb  1 17:21:30 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,8.75333246890776,2.91777748963592,4.60560291123329,1.30486103099999,0,0,0,4096000000,12288000000,8192000000,24576000000,4720985116.62796,1573661705.54265,1876389888,1452974080,4686841944.08602,1562280648.02867,1862959104,1441640448,31092007.7456604,10364002.5818868,11791360.7333333,9612934.44367816
Wed Feb  1 17:21:30 UTC 2023,Wed Feb  1 17:36:30 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,8.31701622493032,2.77233874164344,4.77534129850004,1.36149910353318,0,0,0,4096000000,12288000000,8192000000,24576000000,5270615588.33548,1756871862.7785,1919041536,1545396224,5233486189.55699,1744495396.519,1903378432,1534005248,31281613.1256131,10427204.3752044,12431251.2413793,9321618.56781609
Wed Feb  1 17:36:30 UTC 2023,Wed Feb  1 17:51:31 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,7.36245355304556,2.45415118434852,4.61170669786661,1.1578858648,0,0,0,4096000000,12288000000,8192000000,24576000000,5550064981.33333,1850021660.44444,1919172608,1743745024,5502746007.39785,1834248669.13262,1903509504,1728610304,33255432.6770115,11085144.2256705,14547477.7988506,9352014.99770115
Wed Feb  1 17:51:31 UTC 2023,Wed Feb  1 18:06:31 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,10.91033702418,3.63677900806,6.44551680673346,1.55736188590017,0,0,0,4096000000,12288000000,8192000000,24576000000,5517508823.81075,1839169607.93692,1919172608,1732792320,5480559494.88172,1826853164.96057,1903521792,1721053184,38347944.0908046,12782648.0302682,16313645.7344828,10914111.6206897
Wed Feb  1 18:06:31 UTC 2023,Wed Feb  1 18:21:32 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,10.0289770157669,3.34299233858898,5.52016808400003,1.13576449766648,0,0,0,4096000000,12288000000,8192000000,24576000000,5504518042.70108,1834839347.56703,1903349760,1728073728,5471802832.65376,1823934277.55125,1890889728,1718276096,34937515.291954,11645838.4306513,14501906.216092,10173429.6298851
Wed Feb  1 18:21:32 UTC 2023,Wed Feb  1 18:36:32 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,9.59135596244556,3.19711865414852,6.5225565876334,1.2666040530666,0,0,0,4096000000,12288000000,8192000000,24576000000,5502207718.12473,1834069239.37491,1903153152,1728389120,5471169758.4172,1823723252.80573,1891147776,1718743040,43054868.9254244,14351622.9751415,17833150.3321839,12200608.5011494
Wed Feb  1 18:36:32 UTC 2023,Wed Feb  1 18:51:32 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,15.3085478831842,5.10284929439473,8.88592208710034,1.94388891433312,0,0,0,4096000000,12288000000,8192000000,24576000000,5511950996.64516,1837316998.88172,1903022080,1734918144,5478531186.51183,1826177062.17061,1891123200,1723772928,107384327.427586,35794775.8091954,44274276.4057471,31456381.945977
Wed Feb  1 18:51:32 UTC 2023,Wed Feb  1 19:06:33 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,10.0815808379322,3.36052694597741,7.26966472456649,1.78194400136684,0,0,0,4096000000,12288000000,8192000000,24576000000,5512150788.95484,1837383596.31828,1902620672,1735913472,5480452148.85161,1826817382.95054,1891303424,1725321216,54421353.6977012,18140451.2325671,18761548.4367816,17812504.3229885
Wed Feb  1 19:06:33 UTC 2023,Wed Feb  1 19:21:33 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,8.40682387441446,2.80227462480482,4.42214260443337,1.08000177760017,0,0,0,4096000000,12288000000,8192000000,24576000000,5513700666.90753,1837900222.30251,1901604864,1737474048,5482696849.34194,1827565616.44731,1890512896,1727471616,38379223.6126437,12793074.5375479,13262441.2356322,12519673.7724138
Wed Feb  1 19:21:33 UTC 2023,Wed Feb  1 19:36:34 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,7.96082598175443,2.65360866058481,4.15870166959988,1.16725085926664,0,0,0,4096000000,12288000000,8192000000,24576000000,5516282124.66237,1838760708.22079,1903308800,1740283904,5485748673.23871,1828582891.07957,1892683776,1730686976,33989275.1701149,11329758.3900383,12267618.8517241,10707592.2517241
Wed Feb  1 19:36:34 UTC 2023,Wed Feb  1 19:51:34 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,8.82460140239667,2.94153380079889,4.6418524793,1.64744266626658,0,0,0,4096000000,12288000000,8192000000,24576000000,5522511823.55269,1840837274.51756,1903587328,1743552512,5491121836.86882,1830373945.62294,1892356096,1733533696,42736612.2298851,14245537.4099617,14316148.3517241,14134699.0942529
Wed Feb  1 19:51:34 UTC 2023,Wed Feb  1 20:06:35 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,9.34441140925557,3.11480380308519,4.44234716893358,1.38414950116664,0,0,0,4096000000,12288000000,8192000000,24576000000,5526471594.11613,1842157198.03871,1904451584,1745674240,5494478733.48817,1831492911.16272,1893019648,1735544832,36208325.7413793,12069441.9137931,12887923.9988506,11624679.7563218
Wed Feb  1 20:06:35 UTC 2023,Wed Feb  1 20:21:35 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,8.45502889746651,2.81834296582217,5.40576759110021,1.06426601299946,0,0,0,4096000000,12288000000,8192000000,24576000000,5530504608.20645,1843501536.06882,1905192960,1750130688,5499318404.12903,1833106134.70968,1894014976,1740001280,32575602.3758621,10858534.1252874,11773332.8413793,10399600.5655172
Wed Feb  1 20:21:35 UTC 2023,Wed Feb  1 20:36:35 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,13.3364432862059,4.44548109540196,6.93300351229991,1.20945439730034,0,0,0,4096000000,12288000000,8192000000,24576000000,5785319886.45161,1928439962.15054,2164822016,1751408640,5751266187.28602,1917088729.09534,2151710720,1741762560,92344380.4436782,30781460.1478927,32350640.5735632,29821019.2770115
Wed Feb  1 20:36:35 UTC 2023,Wed Feb  1 20:51:36 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,10.5136258407011,3.50454194690038,6.08661554043356,1.49922023706652,0,0,0,4096000000,12288000000,8192000000,24576000000,5963478410.18495,1987826136.72832,2169966592,1878294528,5923662105.87527,1974554035.29176,2155651072,1867153408,58147249.0896552,19382416.3632184,19578524.9287356,19249475.6781609
Wed Feb  1 20:51:36 UTC 2023,Wed Feb  1 21:06:36 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,8.06692031806383,2.68897343935461,4.08488647763297,1.10929708563344,0,0,0,4096000000,12288000000,8192000000,24576000000,5957141669.16129,1985713889.72043,2169966592,1878884352,5921574075.1828,1973858025.06093,2155593728,1867886592,33859993.7494253,11286664.5831418,11454534.4218391,11150754.8413793
Wed Feb  1 21:06:36 UTC 2023,Wed Feb  1 21:21:37 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,8.5339875022764,2.8446625007588,4.0424531523667,1.46983730506666,0,0,0,4096000000,12288000000,8192000000,24576000000,5957109161.01505,1985703053.67168,2167468032,1879465984,5923734671.13979,1974578223.71326,2153979904,1868713984,39864229.6678161,13288076.5559387,13418975.745977,13219751.4517241
Wed Feb  1 21:21:37 UTC 2023,Wed Feb  1 21:36:37 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,9.54120837575343,3.18040279191781,6.18737461446678,1.49382121559999,0,0,0,4096000000,12288000000,8192000000,24576000000,5954079129.6,1984693043.2,2165424128,1878880256,5922402189.48817,1974134063.16272,2153672704,1869000704,39076393.8551724,13025464.6183908,13746109.5333333,12422349.3195402
Wed Feb  1 21:36:37 UTC 2023,Wed Feb  1 21:51:37 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,10.5470602563122,3.51568675210407,5.65703529233336,1.31179017209991,0,0,0,4096000000,12288000000,8192000000,24576000000,5958284475.18279,1986094825.06093,2170056704,1878876160,5924813645.62581,1974937881.87527,2155307008,1869037568,39587004.1310345,13195668.0436782,14034124.3517241,12549434.5126437
Wed Feb  1 21:51:38 UTC 2023,Wed Feb  1 22:06:38 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,11.5427333842955,3.84757779476518,5.89668759753355,1.65658667446696,0,0,0,4096000000,12288000000,8192000000,24576000000,5977171545.1871,1992390515.06237,2170462208,1883258880,5939639509.6086,1979879836.5362,2156728320,1871376384,42148163.3356322,14049387.7785441,14423060.354023,13751904.6735632
Wed Feb  1 22:06:38 UTC 2023,Wed Feb  1 22:21:38 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,11.6253445281478,3.87511484271593,5.7834978273997,1.89316718313348,0,0,0,4096000000,12288000000,8192000000,24576000000,6032771019.14839,2010923673.04946,2171318272,1891930112,5994347557.43656,1998115852.47885,2156863488,1879683072,41612097.6103448,13870699.2034483,14285502.7758621,13503576.2206897
Wed Feb  1 22:21:38 UTC 2023,Wed Feb  1 22:36:39 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,11.4387697172322,3.81292323907741,5.77336278610019,1.84795127813316,0,0,0,4096000000,12288000000,8192000000,24576000000,6152315589.09247,2050771863.03082,2172116992,1893273600,6114071673.11828,2038023891.03943,2158116864,1881198592,41805829.1942529,13935276.3980843,14343565.5333333,13710660.2448276
Wed Feb  1 22:36:39 UTC 2023,Wed Feb  1 22:51:39 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,11.4627576216832,3.82091920722774,5.88551950429974,1.84002856183361,0,0,0,4096000000,12288000000,8192000000,24576000000,6158260990.34839,2052753663.44946,2172260352,1898156032,6120321649.41075,2040107216.47025,2159677440,1884758016,42087405.6298851,14029135.2099617,14415414.7770115,13746340.5724138
Wed Feb  1 22:51:39 UTC 2023,Wed Feb  1 23:06:40 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,8.61962169282666,2.87320723094222,4.71810277510037,0.955781720566544,0,0,0,4096000000,12288000000,8192000000,24576000000,6463654931.81935,2154551643.93978,2260148224,1902555136,6429586059.83656,2143195353.27885,2245238784,1890766848,34246400.7574713,11415466.9191571,12362786.5091954,10855171.6206897
Wed Feb  1 23:06:40 UTC 2023,Wed Feb  1 23:21:40 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,8.11194251156223,2.70398083718741,4.76527924973295,1.11217323770009,0,0,0,4096000000,12288000000,8192000000,24576000000,6531069053.52258,2177023017.84086,2263560192,2082422784,6489383145.42796,2163127715.14265,2247360512,2072252416,38646231.6965517,12882077.2321839,13122596.1252874,12715823.8482759
Wed Feb  1 23:21:40 UTC 2023,Wed Feb  1 23:36:40 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,7.97604986270109,2.65868328756703,4.45344171443333,1.05606321350012,0,0,0,4096000000,12288000000,8192000000,24576000000,6525107787.97419,2175035929.32473,2263572480,2086252544,6486691170.54624,2162230390.18208,2247553024,2075238400,35874942.4011494,11958314.1337165,12068400.8735632,11894386.7735632
Wed Feb  1 23:36:41 UTC 2023,Wed Feb  1 23:51:41 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,10.0135260066978,3.33784200223259,5.79948696763313,1.0673122316337,0,0,0,4096000000,12288000000,8192000000,24576000000,6525851238.4,2175283746.13333,2264297472,2087424000,6488038036.64516,2162679345.54839,2246651904,2076139520,38137660.8666667,12712553.6222222,13027819.362069,12530722.145977
Wed Feb  1 23:51:41 UTC 2023,Thu Feb  2 00:06:42 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,11.5022274586267,3.83407581954223,5.65587292656661,2.23737793470015,0,0,0,4096000000,12288000000,8192000000,24576000000,6534457749.1957,2178152583.06523,2265559040,2089381888,6493368174.65807,2164456058.21935,2247749632,2077343744,41878717.1931035,13959572.3977012,14270959.1402299,13766199.8988506
Thu Feb  2 00:06:42 UTC 2023,Thu Feb  2 00:21:42 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,11.3511951395156,3.78373171317185,5.22266816096671,1.96042006726639,0,0,0,4096000000,12288000000,8192000000,24576000000,6570478065.68602,2190159355.22867,2281377792,2089598976,6528878182.4,2176292727.46667,2265014272,2077569024,41458627.3850575,13819542.4616858,13929298.5195402,13701337.037931
Thu Feb  2 00:21:42 UTC 2023,Thu Feb  2 00:36:43 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,11.3436922240778,3.78123074135926,5.95462729209976,2.04986075013342,0,0,0,4096000000,12288000000,8192000000,24576000000,6573882898.71828,2191294299.57276,2276810752,2088230912,6535716652.59355,2178572217.53118,2260717568,2077298688,42748307.1034483,14249435.7011494,14898777.245977,13868651.6390805
Thu Feb  2 00:36:43 UTC 2023,Thu Feb  2 00:51:43 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,11.6619716433944,3.88732388113148,6.10923753550014,1.98773988896622,0,0,0,4096000000,12288000000,8192000000,24576000000,6570542311.22581,2190180770.4086,2268708864,2088402944,6535199565.62581,2178399855.2086,2256613376,2077446144,43918820.9402299,14639606.9800766,15621549.1494253,14103131.7701149
Thu Feb  2 00:51:43 UTC 2023,Thu Feb  2 01:06:43 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,13.5238498578933,4.5079499526311,7.1776677047339,2.04385821543304,0,0,0,4096000000,12288000000,8192000000,24576000000,6571874273.16989,2190624757.7233,2268856320,2089525248,6536325956.81721,2178775318.93907,2256625664,2078384128,43356676.462069,14452225.4873563,16428819.0551724,13363146.2321839
Thu Feb  2 01:06:43 UTC 2023,Thu Feb  2 01:21:44 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,13.7365411468334,4.57884704894445,6.82704978793336,2.29841025333347,0,0,0,4096000000,12288000000,8192000000,24576000000,6572706747.73333,2190902249.24444,2268880896,2090106880,6537313621.33333,2179104540.44444,2256867328,2078875648,43347476.8666667,14449158.9555556,16323824.9632184,13405959.1793103
Thu Feb  2 01:21:44 UTC 2023,Thu Feb  2 01:36:44 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,13.8076705001456,4.60255683338186,7.57722312093344,2.21257926839947,0,0,0,4096000000,12288000000,8192000000,24576000000,6575232143.13978,2191744047.71326,2269650944,2091347968,6539150509.96989,2179716836.65663,2256822272,2079776768,43669717.1264368,14556572.3754789,15840987.5724138,13822768.0942529
Thu Feb  2 01:36:44 UTC 2023,Thu Feb  2 01:51:45 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,10.0173393555255,3.33911311850851,5.05985847933334,1.71315819623317,0,0,0,4096000000,12288000000,8192000000,24576000000,6573741238.77849,2191247079.59283,2268512256,2091515904,6540221569.92688,2180073856.64229,2256797696,2080714752,32763104.7885057,10921034.9295019,12136960.9954023,10239815.6505747
Thu Feb  2 01:51:45 UTC 2023,Thu Feb  2 02:06:45 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,17.0950472063801,5.69834906879335,8.34816579796607,1.66786397236671,0,0,0,4096000000,12288000000,8192000000,24576000000,6580334790.19355,2193444930.06452,2269437952,2093658112,6544499309.00645,2181499769.66882,2257526784,2082234368,111310209.851724,37103403.2839081,42359013.0655172,34138443.4264368
Thu Feb  2 02:06:45 UTC 2023,Thu Feb  2 02:21:45 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,10.7451486382388,3.58171621274627,7.24745771200008,1.44700801316746,0,0,0,4096000000,12288000000,8192000000,24576000000,6582285204.09462,2194095068.03154,2270449664,2094841856,6547606988.24946,2182535662.74982,2257813504,2083700736,43890719.5586207,14630239.8528736,15520249.2816092,14007237.154023
Thu Feb  2 02:21:46 UTC 2023,Thu Feb  2 02:36:46 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,9.78124726791441,3.26041575597147,5.16888187743316,1.66309300959983,0,0,0,4096000000,12288000000,8192000000,24576000000,6580426095.75914,2193475365.25305,2269274112,2094415872,6547608305.13548,2182536101.71183,2257604608,2083758080,33661081.1229885,11220360.3743295,12369408.1287356,10593149.2747126
Thu Feb  2 02:36:46 UTC 2023,Thu Feb  2 02:51:46 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,10.0895450101534,3.36318167005112,5.27977125120039,1.60531102886598,0,0,0,4096000000,12288000000,8192000000,24576000000,6590599304.53333,2196866434.84444,2270740480,2095550464,6556234401.85807,2185411467.28602,2258890752,2084528128,40614183.6195402,13538061.2065134,14063165.8850575,13136204.7816092
Thu Feb  2 02:51:46 UTC 2023,Thu Feb  2 03:06:47 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,1.20242602085885,0.400808673619618,4.36849905966665,0.048453390567253,0,0,0,4096000000,12288000000,8192000000,24576000000,6694567773.04086,2231522591.01362,2271641600,2209153024,6662168571.5957,2220722857.19857,2261684224,2199347200,3719931.28505747,1239977.09501916,1357297.57011494,1173545.86436782
Thu Feb  2 03:06:47 UTC 2023,Thu Feb  2 03:21:47 UTC 2023,tfb-server,kruize/tfb-qrh:2.1.9.F,Autotune-tfb,tfb-qrh,deployment,8,24,16,48,0.429083117697801,0.143027705899267,0.214911110300454,0.060969323200213,0,0,0,4096000000,12288000000,8192000000,24576000000,6694426469.84946,2231475489.94982,2268672000,2209001472,6660974750.55484,2220324916.85161,2257264640,2199232512,1676265.57356322,558755.19118774,594476.46091954,489314.705747127
